age,time,area,marital_status,income,job_description,gender,commuting_means,commute_distance_km
25,night,Ring Road,married,29000,student,male,commercial bus,16.9
30,night,Ring Road,single,97000,sales representative,male,okada,9.3
33,morning,Mokola,married,200000,business owner,female,walking,0.6
18,afternoon,Challenge,single,23000,shop attendant,female,commercial bus,5.0
19,morning,Apata,single,38000,shop attendant,female,tricycle,10.3
40,evening,Challenge,married,83000,mechanic,male,private car,6.3
23,morning,Dugbe,married,120000,sales representative,male,okada,2.1
34,morning,Bodija,married,270000,business owner,female,private car,11.0
41,morning,Akinyele,married,420000,business owner,female,okada,9.3
20,morning,Apata,single,30000,student,female,okada,15.0
37,morning,Bodija,married,69000,trader,male,commercial bus,13.8
44,morning,Apata,married,97000,civil servant,female,tricycle,17.0
32,evening,Ring Road,married,89000,driver,male,okada,8.9
18,afternoon,Bodija,single,24000,shop attendant,female,micra,3.6
40,morning,Mokola,married,85000,teacher,male,okada,10.1
56,afternoon,Iwo Road,single,52000,trader,female,commercial bus,14.6
61,afternoon,Iwo Road,single,62000,market trader,female,tricycle,10.2
58,morning,Moniya,married,125000,civil servant,female,commercial bus,31.1
33,afternoon,Apata,single,61000,teacher,male,tricycle,15.1
54,evening,Agbowo,married,93000,civil servant,female,private car,13.1
28,morning,Moniya,married,66000,civil servant,female,private car,25.4
47,morning,Dugbe,married,27000,artisan,male,private car,16.4
50,afternoon,Iwo Road,married,63000,teacher,male,micra,8.9
27,evening,Dugbe,married,175000,civil servant,female,micra,3.4
18,morning,Bodija,single,40000,shop attendant,female,private car,8.5
46,morning,Dugbe,married,126000,market trader,female,private car,9.8
38,morning,Iwo Road,married,86000,teacher,female,commercial bus,15.6
39,afternoon,Challenge,married,38000,mechanic,male,okada,6.9
26,afternoon,Apata,married,70000,civil servant,female,walking,1.9
43,morning,Ring Road,married,89000,teacher,male,walking,1.5
47,evening,Bodija,married,76000,teacher,female,private car,17.4
42,evening,Moniya,married,136000,trader,female,commercial bus,14.0
51,evening,Challenge,single,113000,trader,male,private car,6.9
40,afternoon,Bodija,married,63000,artisan,male,tricycle,8.9
53,morning,Moniya,single,61000,trader,female,micra,32.6
56,morning,Moniya,married,81000,civil servant,female,tricycle,8.6
18,afternoon,Bodija,single,28000,security guard,male,walking,0.7
40,night,Challenge,married,388000,business owner,female,private car,7.0
41,night,Bodija,married,86000,mechanic,male,commercial bus,8.1
43,evening,Dugbe,married,94000,teacher,female,okada,10.4
26,morning,Agbowo,single,99000,civil servant,female,micra,4.8
49,afternoon,Agbowo,married,454000,business owner,male,private car,2.4
31,evening,Dugbe,married,443000,business owner,female,private car,11.6
18,afternoon,Ring Road,single,24000,student,male,okada,5.5
39,morning,Ring Road,married,55000,business owner,male,tricycle,6.3
33,morning,Mokola,married,159000,business owner,female,private car,9.4
44,morning,Mokola,married,228000,business owner,female,private car,12.4
21,morning,Apata,single,30000,security guard,male,commercial bus,32.4
54,morning,Dugbe,single,200000,business owner,male,micra,7.7
54,afternoon,Moniya,married,159000,civil servant,female,private car,31.1
47,morning,Akinyele,single,158000,business owner,female,private car,22.8
20,night,Iwo Road,single,29000,student,male,okada,4.9
21,morning,Apata,single,31000,shop attendant,female,tricycle,7.7
34,night,Mokola,single,71000,civil servant,female,tricycle,3.8
50,afternoon,Iwo Road,married,33000,market trader,female,commercial bus,6.2
23,afternoon,Moniya,single,0,unemployed,female,tricycle,11.7
18,afternoon,Mokola,single,0,unemployed,male,micra,7.5
37,morning,Agbowo,married,157000,civil servant,male,private car,3.9
35,morning,Dugbe,married,75000,trader,female,private car,6.0
40,afternoon,Akinyele,married,486000,business owner,female,private car,13.8
43,afternoon,Apata,married,43000,teacher,male,commercial bus,16.9
59,afternoon,Mokola,married,497000,business owner,male,private car,6.3
28,morning,Akinyele,single,154000,civil servant,female,micra,11.5
44,morning,Ring Road,married,193000,business owner,male,private car,13.3
20,morning,Challenge,married,36000,shop attendant,female,okada,3.4
52,afternoon,Mokola,married,445000,business owner,female,tricycle,11.1
40,afternoon,Challenge,married,73000,teacher,female,private car,3.9
37,evening,Challenge,married,194000,business owner,male,commercial bus,12.1
29,afternoon,Ring Road,married,105000,market trader,female,commercial bus,16.2
26,afternoon,Akinyele,single,438000,business owner,female,private car,24.7
31,afternoon,Moniya,married,41000,artisan,male,okada,6.1
37,morning,Mokola,married,148000,civil servant,male,private car,7.9
52,afternoon,Dugbe,married,75000,civil servant,male,micra,15.0
31,morning,Akinyele,single,270000,business owner,female,commercial bus,16.3
41,night,Dugbe,married,105000,market trader,male,private car,12.8
18,afternoon,Akinyele,single,0,unemployed,male,okada,16.0
18,afternoon,Agbowo,married,27000,shop attendant,female,commercial bus,13.6
23,morning,Dugbe,married,70000,artisan,male,commercial bus,14.5
56,afternoon,Agbowo,single,34000,civil servant,female,walking,2.2
53,morning,Dugbe,married,438000,business owner,male,private car,15.1
40,afternoon,Dugbe,married,166000,civil servant,female,private car,15.2
18,afternoon,Moniya,single,21000,shop attendant,male,commercial bus,20.5
52,morning,Moniya,married,134000,civil servant,female,private car,13.3
49,morning,Moniya,married,40000,civil servant,male,private car,16.9
40,afternoon,Iwo Road,married,44000,teacher,female,commercial bus,15.4
45,evening,Iwo Road,married,493000,business owner,female,commercial bus,16.8
50,afternoon,Iwo Road,married,98000,mechanic,male,commercial bus,11.2
48,evening,Apata,married,84000,mechanic,male,commercial bus,11.6
41,evening,Dugbe,married,97000,business owner,female,private car,8.8
43,morning,Agbowo,married,63000,business owner,female,commercial bus,6.0
39,evening,Dugbe,married,398000,business owner,female,private car,6.5
45,afternoon,Moniya,married,36000,artisan,male,commercial bus,25.8
37,afternoon,Ring Road,married,489000,business owner,male,private car,3.4
48,morning,Mokola,married,65000,mechanic,male,private car,8.9
47,morning,Challenge,married,46000,teacher,male,walking,0.4
34,morning,Ring Road,married,101000,trader,female,commercial bus,13.6
30,morning,Agbowo,married,76000,teacher,female,tricycle,11.9
28,morning,Ring Road,single,58000,trader,male,commercial bus,11.2
38,afternoon,Agbowo,single,79000,teacher,male,okada,11.5
40,night,Dugbe,married,148000,civil servant,female,commercial bus,12.2
46,morning,Apata,married,32000,market trader,male,okada,15.3
39,afternoon,Dugbe,married,114000,market trader,male,okada,4.0
38,evening,Bodija,married,73000,civil servant,female,commercial bus,10.5
43,morning,Moniya,married,87000,trader,female,commercial bus,19.2
37,morning,Moniya,married,156000,civil servant,male,private car,26.2
65,afternoon,Agbowo,married,210000,business owner,female,tricycle,9.3
45,afternoon,Agbowo,married,91000,teacher,male,commercial bus,4.4
31,morning,Agbowo,single,39000,trader,male,okada,1.7
57,afternoon,Mokola,married,298000,business owner,female,commercial bus,15.1
49,afternoon,Apata,married,411000,business owner,female,private car,27.0
46,afternoon,Bodija,married,115000,civil servant,female,private car,15.2
41,morning,Ring Road,single,281000,business owner,female,private car,11.7
40,afternoon,Mokola,married,38000,artisan,male,commercial bus,13.7
24,morning,Bodija,single,19000,shop attendant,female,walking,1.6
40,afternoon,Mokola,married,388000,business owner,female,private car,12.6
27,afternoon,Bodija,married,58000,civil servant,male,micra,11.0
40,evening,Akinyele,married,66000,civil servant,female,commercial bus,33.6
27,night,Apata,single,98000,teacher,female,tricycle,9.8
45,morning,Iwo Road,married,81000,trader,male,private car,14.7
34,morning,Dugbe,married,52000,artisan,male,okada,10.1
26,morning,Mokola,single,99000,market trader,female,commercial bus,8.0
27,morning,Ring Road,married,93000,market trader,male,private car,4.6
51,morning,Dugbe,married,54000,business owner,male,okada,6.6
42,morning,Agbowo,married,38000,civil servant,female,tricycle,10.9
35,morning,Iwo Road,single,57000,teacher,female,commercial bus,10.3
46,morning,Ring Road,married,79000,market trader,male,walking,1.4
48,morning,Agbowo,married,42000,artisan,male,commercial bus,14.1
43,morning,Agbowo,married,65000,mechanic,male,micra,10.2
53,morning,Agbowo,married,59000,civil servant,female,commercial bus,17.3
36,evening,Apata,married,34000,mechanic,male,tricycle,9.1
36,morning,Apata,married,164000,civil servant,female,commercial bus,28.8
38,morning,Iwo Road,married,116000,civil servant,female,micra,10.5
18,morning,Agbowo,single,37000,shop attendant,male,walking,1.3
53,morning,Bodija,married,30000,trader,male,commercial bus,9.6
23,morning,Dugbe,single,25000,student,female,commercial bus,7.2
18,morning,Agbowo,single,28000,security guard,male,tricycle,10.5
23,night,Moniya,married,0,unemployed,female,okada,11.2
18,afternoon,Moniya,married,0,unemployed,female,walking,1.0
39,afternoon,Iwo Road,married,200000,civil servant,female,micra,15.8
18,morning,Agbowo,single,29000,shop attendant,male,micra,6.6
27,morning,Challenge,single,107000,trader,female,walking,1.9
48,night,Mokola,married,135000,business owner,male,walking,0.4
34,afternoon,Challenge,married,44000,business owner,female,private car,6.5
40,night,Iwo Road,married,67000,teacher,male,micra,10.6
53,night,Moniya,married,370000,business owner,female,private car,15.5
28,morning,Moniya,married,78000,sales representative,male,commercial bus,21.0
62,evening,Mokola,married,129000,civil servant,female,private car,8.1
20,afternoon,Agbowo,single,0,unemployed,male,micra,9.2
31,morning,Akinyele,married,50000,teacher,male,okada,12.9
21,morning,Ring Road,single,0,unemployed,male,walking,1.3
32,afternoon,Dugbe,single,134000,trader,male,private car,6.0
25,evening,Moniya,single,0,unemployed,female,commercial bus,10.9
60,morning,Challenge,married,191000,civil servant,male,walking,1.0
29,evening,Agbowo,married,114000,trader,female,private car,4.5
52,afternoon,Moniya,married,143000,civil servant,male,commercial bus,23.3
30,afternoon,Iwo Road,married,69000,trader,male,private car,7.2
48,morning,Bodija,married,35000,market trader,female,tricycle,4.4
18,afternoon,Dugbe,single,18000,shop attendant,female,commercial bus,5.4
47,night,Akinyele,married,97000,trader,female,walking,1.8
37,evening,Mokola,married,35000,civil servant,female,commercial bus,10.3
50,afternoon,Mokola,married,83000,teacher,female,private car,7.2
27,evening,Agbowo,married,83000,market trader,female,commercial bus,7.6
43,evening,Agbowo,single,43000,mechanic,male,commercial bus,11.5
46,afternoon,Agbowo,married,286000,business owner,female,commercial bus,4.2
23,evening,Iwo Road,single,14000,student,female,commercial bus,9.4
34,afternoon,Agbowo,married,82000,teacher,male,private car,5.4
50,morning,Apata,married,95000,teacher,female,commercial bus,26.3
27,morning,Moniya,married,89000,teacher,male,commercial bus,27.2
31,afternoon,Moniya,married,71000,mechanic,male,micra,11.0
37,afternoon,Apata,married,178000,civil servant,female,private car,31.3
42,evening,Challenge,married,50000,mechanic,male,walking,1.5
36,afternoon,Akinyele,married,74000,mechanic,male,commercial bus,29.2
27,afternoon,Mokola,married,69000,teacher,female,okada,6.5
32,afternoon,Dugbe,married,100000,trader,male,okada,7.9
40,afternoon,Akinyele,married,91000,teacher,male,commercial bus,11.1
25,afternoon,Moniya,married,35000,shop attendant,female,micra,23.0
37,afternoon,Challenge,married,47000,trader,male,commercial bus,9.4
28,evening,Mokola,married,96000,civil servant,female,commercial bus,11.5
37,morning,Iwo Road,single,88000,teacher,male,commercial bus,10.4
32,night,Moniya,single,39000,market trader,female,commercial bus,12.0
26,morning,Moniya,single,44000,trader,female,okada,9.0
42,morning,Akinyele,married,32000,civil servant,female,okada,16.4
18,morning,Moniya,married,0,unemployed,female,commercial bus,26.3
18,morning,Agbowo,single,7000,student,female,walking,0.6
49,evening,Ring Road,married,476000,business owner,female,commercial bus,5.7
34,afternoon,Moniya,married,251000,business owner,female,commercial bus,11.0
45,evening,Moniya,married,86000,teacher,female,tricycle,15.1
46,morning,Dugbe,married,110000,business owner,female,tricycle,4.1
21,afternoon,Apata,single,19000,student,male,okada,10.9
26,morning,Mokola,married,33000,artisan,male,private car,17.7
38,morning,Akinyele,married,35000,civil servant,female,micra,21.6
18,evening,Mokola,single,46000,shop attendant,male,commercial bus,6.4
30,morning,Challenge,single,71000,teacher,female,okada,5.8
23,evening,Ring Road,single,43000,shop attendant,female,okada,8.8
45,evening,Akinyele,married,158000,civil servant,male,commercial bus,20.1
47,afternoon,Challenge,married,81000,trader,male,private car,12.0
44,evening,Moniya,married,407000,business owner,male,commercial bus,28.4
27,afternoon,Apata,married,93000,artisan,male,walking,2.7
46,evening,Moniya,single,144000,trader,female,tricycle,15.5
23,night,Moniya,married,8000,student,male,okada,11.3
41,morning,Iwo Road,married,84000,artisan,male,private car,4.9
29,afternoon,Bodija,single,72000,trader,female,micra,16.7
18,afternoon,Bodija,married,14000,student,male,commercial bus,14.1
34,afternoon,Dugbe,married,481000,business owner,male,commercial bus,17.7
35,afternoon,Agbowo,married,364000,business owner,male,private car,12.3
38,evening,Ring Road,married,62000,artisan,male,commercial bus,4.5
23,morning,Moniya,single,0,unemployed,male,okada,6.7
28,evening,Challenge,married,55000,teacher,female,okada,6.3
41,night,Mokola,married,37000,teacher,female,okada,4.2
27,afternoon,Moniya,married,53000,market trader,female,commercial bus,25.9
32,afternoon,Ring Road,married,87000,driver,male,commercial bus,4.9
43,afternoon,Apata,married,124000,business owner,female,walking,2.6
44,morning,Agbowo,married,77000,artisan,male,commercial bus,2.5
37,afternoon,Moniya,married,39000,teacher,female,okada,3.5
29,morning,Bodija,single,57000,teacher,female,commercial bus,2.5
20,afternoon,Bodija,single,0,unemployed,female,okada,10.0
46,evening,Iwo Road,married,374000,business owner,female,private car,14.7
37,afternoon,Dugbe,married,88000,teacher,female,private car,13.2
34,afternoon,Agbowo,married,124000,business owner,female,commercial bus,10.4
18,evening,Akinyele,single,0,unemployed,female,micra,25.4
36,morning,Akinyele,married,107000,market trader,male,commercial bus,24.3
35,afternoon,Challenge,married,95000,artisan,male,commercial bus,9.0
52,morning,Bodija,single,36000,market trader,male,commercial bus,16.1
37,morning,Mokola,married,49000,teacher,female,micra,15.8
33,night,Challenge,married,73000,market trader,male,tricycle,2.8
41,morning,Bodija,married,63000,mechanic,male,okada,10.8
24,morning,Bodija,single,77000,driver,male,okada,9.5
33,afternoon,Agbowo,married,46000,teacher,female,private car,15.3
36,morning,Mokola,married,32000,mechanic,male,okada,7.9
38,evening,Moniya,married,82000,teacher,female,private car,11.5
22,afternoon,Dugbe,married,24000,student,female,walking,1.0
18,night,Dugbe,single,20000,shop attendant,male,tricycle,3.2
28,morning,Ring Road,married,79000,driver,male,commercial bus,5.4
51,afternoon,Apata,married,377000,business owner,female,commercial bus,22.9
35,afternoon,Dugbe,married,47000,mechanic,male,okada,8.0
28,morning,Iwo Road,married,85000,mechanic,male,private car,9.6
31,morning,Dugbe,married,39000,teacher,female,private car,14.5
52,afternoon,Challenge,married,142000,civil servant,male,tricycle,4.4
26,morning,Challenge,single,31000,civil servant,female,tricycle,4.5
55,afternoon,Ring Road,married,118000,market trader,female,okada,7.0
38,morning,Iwo Road,married,68000,teacher,female,okada,10.1
25,afternoon,Bodija,single,42000,shop attendant,female,tricycle,3.3
26,afternoon,Moniya,married,130000,civil servant,male,okada,16.9
44,evening,Agbowo,married,131000,civil servant,female,private car,11.7
30,morning,Bodija,married,103000,trader,female,walking,1.8
21,evening,Moniya,single,27000,student,female,okada,9.0
31,morning,Iwo Road,married,56000,civil servant,female,commercial bus,13.4
18,morning,Ring Road,single,0,unemployed,female,commercial bus,5.8
18,evening,Bodija,single,30000,student,male,private car,6.2
28,morning,Dugbe,married,51000,market trader,female,micra,9.9
34,evening,Akinyele,single,105000,sales representative,male,okada,6.2
32,morning,Akinyele,married,83000,teacher,female,micra,15.6
39,afternoon,Moniya,married,54000,civil servant,male,okada,15.0
33,evening,Iwo Road,single,88000,market trader,female,commercial bus,17.1
38,morning,Agbowo,married,145000,trader,female,tricycle,10.2
29,morning,Ring Road,single,41000,sales representative,male,tricycle,6.5
41,morning,Challenge,married,226000,business owner,male,private car,7.6
38,afternoon,Ring Road,married,80000,civil servant,male,okada,4.8
43,morning,Ring Road,married,72000,market trader,female,commercial bus,11.5
37,morning,Iwo Road,married,72000,teacher,male,commercial bus,4.8
37,afternoon,Moniya,single,112000,market trader,female,okada,4.9
54,afternoon,Akinyele,married,109000,civil servant,female,okada,3.7
38,morning,Mokola,married,223000,business owner,male,private car,14.3
53,afternoon,Dugbe,married,368000,business owner,female,private car,15.8
24,afternoon,Mokola,married,35000,shop attendant,female,commercial bus,17.5
19,afternoon,Iwo Road,married,0,unemployed,female,tricycle,9.7
51,night,Iwo Road,married,88000,civil servant,male,private car,5.0
41,morning,Ring Road,married,463000,business owner,male,private car,8.7
62,morning,Agbowo,married,136000,market trader,male,tricycle,5.9
47,morning,Akinyele,married,94000,trader,female,commercial bus,12.0
41,morning,Apata,single,45000,mechanic,male,walking,1.0
26,afternoon,Ring Road,married,54000,teacher,female,private car,8.0
18,evening,Challenge,single,21000,shop attendant,female,tricycle,10.5
50,morning,Bodija,married,97000,teacher,female,commercial bus,17.4
19,afternoon,Iwo Road,single,2000,student,male,commercial bus,18.0
27,morning,Apata,married,60000,sales representative,male,tricycle,16.1
32,afternoon,Dugbe,single,292000,business owner,female,private car,15.3
37,morning,Mokola,married,88000,trader,female,tricycle,11.9
23,morning,Agbowo,single,13000,student,female,tricycle,2.3
29,afternoon,Bodija,married,77000,teacher,female,commercial bus,9.5
18,morning,Akinyele,single,0,unemployed,male,commercial bus,22.3
44,morning,Dugbe,married,36000,teacher,female,private car,3.8
46,morning,Agbowo,single,92000,mechanic,male,tricycle,1.9
21,morning,Challenge,single,0,unemployed,male,commercial bus,3.2
39,morning,Ring Road,married,93000,teacher,female,commercial bus,7.2
18,afternoon,Moniya,single,24000,student,female,tricycle,4.3
23,morning,Ring Road,single,79000,driver,male,commercial bus,10.0
34,morning,Agbowo,single,89000,sales representative,male,micra,16.8
58,morning,Dugbe,married,131000,civil servant,female,commercial bus,4.9
26,morning,Ring Road,married,76000,driver,male,private car,5.6
53,morning,Ring Road,married,31000,civil servant,female,walking,2.0
30,evening,Agbowo,married,77000,teacher,female,commercial bus,13.0
45,morning,Dugbe,married,92000,artisan,male,private car,15.4
39,afternoon,Mokola,married,93000,teacher,female,private car,14.2
34,morning,Ring Road,married,43000,sales representative,male,private car,2.7
31,evening,Apata,single,198000,business owner,male,commercial bus,33.8
38,evening,Bodija,married,83000,mechanic,male,commercial bus,6.0
31,afternoon,Challenge,married,428000,business owner,female,private car,4.5
34,afternoon,Apata,married,66000,civil servant,male,private car,14.9
46,afternoon,Iwo Road,married,40000,artisan,male,walking,2.3
46,evening,Agbowo,married,52000,teacher,male,commercial bus,9.9
43,evening,Challenge,married,76000,mechanic,male,commercial bus,13.3
37,evening,Dugbe,married,114000,civil servant,female,walking,1.7
25,morning,Bodija,married,58000,tailor,female,commercial bus,11.9
34,morning,Agbowo,married,25000,artisan,male,micra,5.8
50,morning,Apata,married,56000,teacher,male,okada,11.3
47,afternoon,Iwo Road,married,222000,business owner,female,private car,2.3
35,afternoon,Akinyele,single,140000,civil servant,female,tricycle,4.2
43,evening,Iwo Road,married,471000,business owner,female,tricycle,7.7
47,morning,Iwo Road,married,40000,trader,male,commercial bus,17.3
29,afternoon,Moniya,married,33000,mechanic,male,tricycle,17.0
24,morning,Apata,single,0,unemployed,male,commercial bus,19.2
23,evening,Bodija,married,0,unemployed,female,okada,8.8
32,morning,Agbowo,single,61000,sales representative,male,commercial bus,2.1
39,morning,Akinyele,single,95000,teacher,female,okada,6.3
56,morning,Iwo Road,single,188000,civil servant,male,commercial bus,13.2
37,morning,Agbowo,married,444000,business owner,female,private car,15.5
19,afternoon,Mokola,single,0,unemployed,male,commercial bus,5.2
34,night,Mokola,single,43000,driver,male,okada,5.9
32,night,Ring Road,single,57000,civil servant,female,commercial bus,2.4
56,afternoon,Bodija,married,173000,civil servant,female,private car,4.8
27,morning,Akinyele,married,179000,civil servant,female,private car,32.5
25,morning,Challenge,married,0,unemployed,female,tricycle,5.8
25,evening,Moniya,married,48000,tailor,female,commercial bus,28.4
39,morning,Ring Road,married,62000,trader,female,tricycle,6.0
25,morning,Dugbe,married,30000,tailor,female,private car,7.6
31,morning,Challenge,married,88000,artisan,male,okada,2.7
34,afternoon,Moniya,single,161000,civil servant,female,private car,24.9
28,morning,Moniya,single,122000,civil servant,female,commercial bus,17.9
49,afternoon,Bodija,married,35000,artisan,male,micra,15.6
36,afternoon,Moniya,single,41000,artisan,male,tricycle,17.3
38,afternoon,Apata,married,133000,civil servant,female,walking,1.8
34,afternoon,Apata,married,90000,trader,male,okada,14.5
42,morning,Iwo Road,single,36000,civil servant,female,commercial bus,12.2
44,afternoon,Bodija,married,30000,mechanic,male,tricycle,2.9
18,night,Moniya,single,0,unemployed,female,okada,11.8
52,evening,Dugbe,single,115000,market trader,male,okada,5.8
29,morning,Mokola,single,35000,market trader,female,micra,3.1
37,morning,Ring Road,married,430000,business owner,male,private car,17.5
19,morning,Apata,single,13000,student,female,okada,11.1
23,morning,Ring Road,married,53000,driver,male,tricycle,10.0
27,evening,Mokola,married,125000,civil servant,male,private car,12.4
26,afternoon,Apata,single,318000,business owner,male,private car,20.9
59,morning,Ring Road,married,191000,business owner,female,private car,3.8
20,afternoon,Mokola,single,39000,shop attendant,female,private car,4.1
61,evening,Agbowo,single,110000,civil servant,female,private car,9.5
37,morning,Ring Road,married,133000,civil servant,male,tricycle,10.5
49,morning,Ring Road,married,69000,market trader,male,okada,5.8
44,morning,Agbowo,married,176000,business owner,male,private car,3.6
37,evening,Bodija,married,128000,civil servant,female,commercial bus,9.3
31,evening,Bodija,married,48000,driver,male,private car,15.1
45,afternoon,Mokola,married,30000,civil servant,male,okada,1.5
31,afternoon,Mokola,married,82000,teacher,male,private car,5.1
19,morning,Moniya,married,29000,shop attendant,male,okada,10.7
39,morning,Iwo Road,married,65000,artisan,male,commercial bus,8.4
39,morning,Moniya,married,448000,business owner,male,commercial bus,11.8
43,afternoon,Moniya,married,62000,teacher,male,micra,18.4
36,morning,Challenge,married,127000,civil servant,female,private car,5.7
33,afternoon,Agbowo,married,29000,market trader,female,commercial bus,16.5
40,afternoon,Bodija,married,131000,market trader,male,okada,10.8
27,morning,Dugbe,married,176000,civil servant,female,private car,10.0
38,morning,Challenge,single,375000,business owner,female,tricycle,2.4
26,morning,Mokola,married,58000,sales representative,male,okada,10.4
42,morning,Bodija,married,120000,market trader,female,commercial bus,15.2
35,evening,Challenge,married,94000,teacher,female,micra,15.2
39,morning,Dugbe,married,74000,teacher,male,okada,2.7
32,morning,Ring Road,married,62000,teacher,female,tricycle,11.5
24,afternoon,Akinyele,single,25000,shop attendant,female,tricycle,16.1
42,morning,Akinyele,married,35000,civil servant,female,tricycle,12.3
22,afternoon,Iwo Road,single,0,unemployed,male,micra,16.8
38,morning,Challenge,married,161000,civil servant,female,commercial bus,5.3
61,morning,Ring Road,married,78000,business owner,female,okada,7.1
32,morning,Ring Road,married,87000,mechanic,male,commercial bus,13.1
48,night,Dugbe,married,54000,mechanic,male,commercial bus,9.2
20,morning,Bodija,married,16000,student,male,commercial bus,16.2
41,night,Dugbe,married,125000,civil servant,female,private car,7.4
22,evening,Agbowo,single,22000,shop attendant,female,micra,17.0
41,morning,Bodija,married,41000,mechanic,male,tricycle,7.9
38,afternoon,Akinyele,married,57000,civil servant,male,private car,25.2
45,morning,Apata,married,151000,civil servant,female,commercial bus,23.7
21,night,Bodija,single,0,unemployed,female,walking,1.4
22,evening,Akinyele,single,9000,student,female,walking,1.8
45,morning,Moniya,married,396000,business owner,female,private car,23.3
22,evening,Akinyele,single,0,unemployed,female,commercial bus,18.9
46,evening,Mokola,married,78000,teacher,female,walking,2.2
28,morning,Moniya,married,114000,civil servant,female,tricycle,7.4
38,evening,Apata,married,63000,business owner,female,commercial bus,25.5
46,afternoon,Ring Road,married,146000,civil servant,male,private car,11.4
42,morning,Challenge,married,49000,civil servant,female,commercial bus,16.3
19,morning,Dugbe,married,26000,shop attendant,male,walking,0.6
32,evening,Agbowo,single,57000,trader,male,okada,7.4
46,night,Dugbe,married,116000,business owner,male,commercial bus,7.9
23,evening,Iwo Road,single,8000,student,male,okada,5.2
25,morning,Bodija,single,78000,tailor,male,commercial bus,8.6
50,afternoon,Akinyele,married,159000,civil servant,male,private car,28.8
18,afternoon,Mokola,single,0,unemployed,male,private car,5.0
56,morning,Bodija,married,148000,civil servant,female,commercial bus,12.0
33,evening,Moniya,single,177000,civil servant,male,commercial bus,19.3
48,afternoon,Challenge,married,43000,teacher,male,okada,5.2
31,morning,Mokola,married,57000,mechanic,male,private car,16.1
30,morning,Apata,married,35000,sales representative,male,tricycle,13.3
35,afternoon,Apata,married,169000,civil servant,female,private car,23.8
18,evening,Apata,single,49000,security guard,male,private car,12.1
31,evening,Agbowo,single,27000,artisan,male,walking,1.7
52,evening,Moniya,married,189000,civil servant,female,private car,24.7
41,afternoon,Mokola,married,421000,business owner,male,private car,15.8
35,morning,Mokola,married,410000,business owner,male,commercial bus,7.9
46,night,Ring Road,married,130000,market trader,female,tricycle,11.7
40,morning,Bodija,single,97000,teacher,female,private car,10.4
41,morning,Akinyele,married,40000,mechanic,male,commercial bus,20.9
18,afternoon,Ring Road,single,0,unemployed,male,commercial bus,10.0
30,afternoon,Bodija,single,134000,trader,male,okada,1.5
23,afternoon,Agbowo,single,0,unemployed,male,walking,1.9
56,evening,Iwo Road,married,68000,civil servant,male,micra,7.2
21,morning,Challenge,single,19000,student,female,micra,11.3
35,afternoon,Iwo Road,married,352000,business owner,male,private car,5.1
50,afternoon,Dugbe,married,78000,civil servant,female,commercial bus,2.5
32,evening,Bodija,married,77000,artisan,male,commercial bus,3.7
33,afternoon,Apata,married,134000,civil servant,female,private car,20.4
30,afternoon,Dugbe,married,46000,teacher,female,commercial bus,11.5
35,afternoon,Bodija,married,49000,teacher,female,okada,1.4
18,afternoon,Iwo Road,single,0,unemployed,male,micra,2.3
28,evening,Moniya,married,353000,business owner,female,okada,17.7
31,morning,Ring Road,married,129000,market trader,male,commercial bus,9.0
43,afternoon,Ring Road,married,63000,market trader,female,private car,10.0
18,afternoon,Agbowo,single,25000,shop attendant,male,commercial bus,17.4
37,night,Akinyele,married,40000,artisan,male,commercial bus,26.7
47,evening,Challenge,married,444000,business owner,male,commercial bus,6.8
24,morning,Akinyele,single,46000,tailor,female,commercial bus,27.2
48,morning,Akinyele,married,82000,mechanic,male,micra,17.0
46,evening,Challenge,married,56000,teacher,female,tricycle,10.1
27,morning,Challenge,married,73000,driver,male,private car,14.6
38,afternoon,Challenge,married,63000,teacher,female,tricycle,9.2
26,morning,Moniya,married,45000,artisan,male,commercial bus,10.5
37,morning,Moniya,married,175000,civil servant,female,private car,19.1
32,morning,Apata,married,171000,civil servant,female,commercial bus,23.4
18,morning,Ring Road,single,32000,shop attendant,male,commercial bus,7.3
19,morning,Apata,single,16000,student,female,commercial bus,34.0
24,evening,Agbowo,single,0,unemployed,male,commercial bus,10.2
27,morning,Ring Road,married,80000,civil servant,female,micra,3.2
37,evening,Bodija,married,51000,teacher,male,okada,5.2
54,morning,Akinyele,married,75000,civil servant,female,commercial bus,12.4
45,afternoon,Ring Road,married,450000,business owner,female,private car,13.2
40,morning,Iwo Road,married,226000,business owner,female,walking,0.7
26,morning,Mokola,married,48000,market trader,female,micra,3.5
18,afternoon,Challenge,single,17000,student,male,commercial bus,15.3
51,morning,Moniya,married,64000,civil servant,female,commercial bus,14.5
40,morning,Moniya,married,165000,business owner,male,private car,34.6
32,afternoon,Dugbe,married,61000,teacher,female,okada,2.3
62,evening,Apata,married,325000,business owner,male,private car,26.3
43,morning,Challenge,married,121000,civil servant,female,private car,13.2
28,morning,Apata,married,71000,civil servant,female,okada,9.0
18,afternoon,Dugbe,single,14000,student,male,walking,1.5
40,afternoon,Dugbe,married,49000,teacher,male,commercial bus,2.4
18,morning,Challenge,single,0,unemployed,female,commercial bus,12.1
29,night,Apata,married,180000,civil servant,male,commercial bus,20.3
41,morning,Moniya,single,75000,civil servant,male,commercial bus,34.6
45,morning,Dugbe,married,122000,civil servant,male,commercial bus,5.2
